#node,#parent,children,FP,SMARTS,Y/N,pKa_cal,pKa_range
1154,808,0,1116,[OH][i](~[i]~[i]-*)~[i]~[i]-*,1,8.0795555,0.046999931
1155,808,1,1116,[OH][i](~[i]~[i]-*)~[i]~[i]-*,0,9.0418167,0.33000088
1156,809,1,1076,[*;i][C;!i],1,10.086801,0.074000359
1157,809,1,1076,[*;i][C;!i],0,8.8544998,1.1650009
1158,812,0,1112,[A;i][A;H2],1,3.6040001,0.23200011
1159,812,0,1112,[A;i][A;H2],0,3.865,1.0700002
1160,813,0,1008,*~*~*~*~*~*~*~*~*,1,4.6500001,2.5
1161,813,0,1008,*~*~*~*~*~*~*~*~*,0,5.0599999,0.71999979
1162,816,0,1037,Cl,1,5.5874996,0.21499968
1163,816,0,1037,Cl,0,6.4775,0.24499989
1164,817,0,1026,[CH3],1,6.6099997,0.059999943
1165,817,1,1026,[CH3],0,3.9275,5.48
1166,818,1,1100,[#7!H0][i]~[i]~[i]~[i]-*,1,3.36625,0.61999989
1167,818,1,1100,[#7!H0][i]~[i]~[i]~[i]-*,0,2.9129999,1.5549998
1168,819,1,1076,[*;i][C;!i],1,3.8099999,2.1500001
1169,819,1,1076,[*;i][C;!i],0,2.6946666,1.1299999
1170,820,0,1014,[i][#G6v2],1,5.0166669,1
1171,820,0,1014,[i][#G6v2],0,2.9200001,2.8800001
1172,821,1,1014,[i][#G6v2],1,4.1457143,0.83999991
1173,821,0,1014,[i][#G6v2],0,4.0088887,2.0133331
1174,822,1,1019,*~*~*~*~*~*~*~*,1,4.6816669,0.86999989
1175,822,0,1019,*~*~*~*~*~*~*~*,0,4.7712498,0.13249969
1176,823,0,1011,[av3]a([+])[av3],1,4.835,0.26999998
1177,823,0,1011,[av3]a([+])[av3],0,4.6599998,0.34000015
1178,824,0,1032,C([CH3])[CH3],1,4.0999999,0.6400001
1179,824,0,1032,C([CH3])[CH3],0,4.3383336,0.13499975
1180,825,0,1077,[Av1][i]~[i]~[i]~[i]~[i][Av1],1,4.395,0.93833351
1181,825,1,1077,[Av1][i]~[i]~[i]~[i]~[i][Av1],0,4.73875,0.71500015
1182,826,0,1126,[#7!H0][i]~[i]-*,1,3.3083334,0.20000005
1183,826,0,1126,[#7!H0][i]~[i]-*,0,3.5825,0.41999984
1184,827,1,1126,[#7!H0][i]~[i]-*,1,4.244,1.3599999
1185,827,0,1126,[#7!H0][i]~[i]-*,0,4.8283334,3.155
1186,828,1,1080,[A;!i][i]~[i]~[i][A;!i],1,3.1259999,2.6600001
1187,828,1,1080,[A;!i][i]~[i]~[i][A;!i],0,3.5566666,3.6500001
1188,829,1,1064,[#7;!H0;v2],1,6.3699999,2.5999999
1189,829,1,1064,[#7;!H0;v2],0,5.3075457,7.04
1190,830,0,1019,*~*~*~*~*~*~*~*,1,6.1966667,3.4066668
1191,830,0,1019,*~*~*~*~*~*~*~*,0,7.1149998,0.73000002
1192,832,1,1122,[#7](**[i])**[i],1,5.3666668,1.48
1193,832,1,1122,[#7](**[i])**[i],0,6.262857,0.94000006
1194,833,1,1032,C([CH3])[CH3],1,5.855,0.30000019
1195,833,1,1032,C([CH3])[CH3],0,5.8540001,0.57999992
1196,834,1,1024,[O][i]~[i]~[i]~[i]~[i]~[i]~[i]~[A],1,-0.64749998,2.21
1197,834,0,1024,[O][i]~[i]~[i]~[i]~[i]~[i]~[i]~[A],0,2.4633334,0.39999986
1198,835,0,1005,[i]A[#X],1,3.1333332,0.060000181
1199,835,0,1005,[i]A[#X],0,4.2674999,1.1399999
1200,836,0,1011,[av3]a([+])[av3],1,2.0733333,1.3100001
1201,836,0,1011,[av3]a([+])[av3],0,3.4425001,0.075000048
1202,837,0,1018,a-a,1,4.0250001,0.49000001
1203,837,1,1018,a-a,0,2.4993751,3.2625
1204,838,0,1015,[i][#G7],1,4.0947919,0.84750009
1205,838,0,1015,[i][#G7],0,2.2649999,2.55
1206,839,0,1020,[#G6;H0],1,2.0275002,0.96499991
1207,839,0,1020,[#G6;H0],0,2.1624999,0.84500003
1208,840,1,1059,[#G7;H0],1,2.8759999,0.9849999
1209,840,0,1059,[#G7;H0],0,2.665,0.17000008
1210,841,0,1124,[#G7]aaa[#G7],1,2.3633332,0.019999981
1211,841,1,1124,[#G7]aaa[#G7],0,3.7693334,1.0999999
1212,843,1,1023,[#X;!#7],1,3.638,2.5499997
1213,843,1,1023,[#X;!#7],0,4.9720001,1.3099999
1214,844,1,1018,a-a,1,4.5949998,0.75
1215,844,1,1018,a-a,0,5.0725002,5.4300003
1216,845,1,1101,[#7!H0][i]~[i]~[i]-*,1,5.6416664,1.5299997
1217,845,1,1101,[#7!H0][i]~[i]~[i]-*,0,5.0149999,2.6000004
1218,846,0,1037,Cl,1,1.72,2.2399998
1219,846,0,1037,Cl,0,3.0233333,0.4000001
1220,847,0,1006,[#7]~[v4],1,0.73750001,2.26
1221,847,0,1006,[#7]~[v4],0,3.8533332,0.30999994
1222,848,0,1086,C=C,1,5.1433334,0.75
1223,848,1,1086,C=C,0,5.3491664,5.4833331
1224,849,0,1006,[#7]~[v4],1,1.0133333,2.1599998
1225,849,0,1006,[#7]~[v4],0,5.6999998,6.5199995
1226,852,0,1014,[i][#G6v2],1,9.5200005,0.25999928
1227,852,0,1014,[i][#G6v2],0,9.5799999,0.10999966
1228,853,0,1080,[A;!i][i]~[i]~[i][A;!i],1,8.9866667,0.10000038
1229,853,0,1080,[A;!i][i]~[i]~[i][A;!i],0,9.3266668,0.18000031
1230,856,0,1080,[A;!i][i]~[i]~[i][A;!i],1,9.2474995,2.0149994
1231,856,0,1080,[A;!i][i]~[i]~[i][A;!i],0,9.6133337,0.73999977
1232,857,0,1004,a[#X],1,5.875,0.90999985
1233,857,0,1004,a[#X],0,9.8099995,2.3200006
1234,858,0,1014,[i][#G6v2],1,0.28,0.33000001
1235,858,0,1014,[i][#G6v2],0,6.855,5.6900005
1236,859,0,1026,[CH3],1,13.485001,0.070000648
1237,859,0,1026,[CH3],0,13.344999,0.029999733
1238,861,1,1038,[i][!i][i]~[i],1,4.3575001,6.3400002
1239,861,0,1038,[i][!i][i]~[i],0,4.2833333,1.0499997
1240,863,1,1133,[#7r5],1,9.7288666,0.86999989
1241,863,0,1133,[#7r5],0,10.16,2.54
1242,864,0,1026,[CH3],1,12.21,0.18000031
1243,864,0,1026,[CH3],0,11.73,0.46000004
1244,865,1,1037,Cl,1,12.105,0.19999981
1245,865,1,1037,Cl,0,12.0925,0.34000015
1246,867,0,1079,[r][CH3],1,11.219999,0.019999504
1247,867,0,1079,[r][CH3],0,11.176666,0.10999966
1248,873,0,1037,Cl,1,13.306666,1.8600006
1249,873,0,1037,Cl,0,11.292222,3.1333332
1250,875,1,1026,[CH3],1,15.495,0.17000008
1251,875,0,1026,[CH3],0,14.24,1.7600002
1252,879,1,1026,[CH3],1,9.5666666,2.5366669
1253,879,0,1026,[CH3],0,9.5533333,3.9200001
1254,885,0,1032,C([CH3])[CH3],1,4.5249996,0.089999676
1255,885,0,1032,C([CH3])[CH3],0,4.5516667,0.26000023
1256,909,0,1083,Br,1,1.3150001,0.14999998
1257,909,0,1083,Br,0,1.3075,0.015000105
1258,914,0,1043,[OH][i]~[i]~[i]~O,1,2.74,0.51999998
1259,914,0,1043,[OH][i]~[i]~[i]~O,0,1.99,0.15999997
1260,915,0,1038,[i][!i][i]~[i],1,4.5749998,0.03000021
1261,915,0,1038,[i][!i][i]~[i],0,4.4966664,0.36999989
1262,917,0,1072,[OH][i](=O)[i](~[i]-*)~[i]~[i]-*,1,3.23,0.059999943
1263,917,0,1072,[OH][i](=O)[i](~[i]-*)~[i]~[i]-*,0,3.415,0.63000011
1264,920,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],1,3.444,0.007999897
1265,920,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],0,3.349,0.14700007
1266,921,0,1025,[OH][i]~[i]~[i]~[i]-*,1,3.6767499,0.65666676
1267,921,0,1025,[OH][i]~[i]~[i]~[i]-*,0,3.7394998,1.0884998
1268,925,0,1032,C([CH3])[CH3],1,4.2344999,0.071000099
1269,925,0,1032,C([CH3])[CH3],0,3.95,0.36000013
1270,926,0,1032,C([CH3])[CH3],1,3.595,0.090000153
1271,926,0,1032,C([CH3])[CH3],0,3.8199999,0.059999943
1272,927,0,1032,C([CH3])[CH3],1,4.3522501,0.044500351
1273,927,1,1032,C([CH3])[CH3],0,3.9958334,0.63666654
1274,930,0,1028,[OH][i](=O)[i]~[i]~[i]~[i]~[i]-*,1,3.395,0.050000191
1275,930,0,1028,[OH][i](=O)[i]~[i]~[i]~[i]~[i]-*,0,4.02,0.96000004
1276,933,0,1084,[*;q3],1,3.941,0.53199983
1277,933,0,1084,[*;q3],0,3.8325,0.74499989
1278,939,1,1084,[*;q3],1,3.8239999,1.3800001
1279,939,0,1084,[*;q3],0,4.835,0.19000006
1280,945,0,1037,Cl,1,3.0766666,0.059999943
1281,945,0,1037,Cl,0,3.1075001,0.045000076
1282,947,0,1073,[#N]aa[A!i],1,3.5401666,0.61966658
1283,947,1,1073,[#N]aa[A!i],0,3.2363334,1.7
1284,948,0,1026,[CH3],1,3.7225001,0.45000005
1285,948,0,1026,[CH3],0,3.4200001,0.65999985
1286,966,0,1041,[*;i]A(A)A,1,2.4349999,0.45000005
1287,966,0,1041,[*;i]A(A)A,0,2.5699999,0.059999943
1288,969,1,1039,[CH2][CH2][CH2],1,4.2754998,0.96199989
1289,969,0,1039,[CH2][CH2][CH2],0,3.9499998,1.22
1290,975,1,1118,[i][CH3],1,4.1662502,1.1550002
1291,975,1,1118,[i][CH3],0,4.6550002,0.85999966
1292,983,0,1009,[!#G4!H0]~*~*[!#G4],1,0.51499999,0.52999997
1293,983,0,1009,[!#G4!H0]~*~*[!#G4],0,3.0200002,4.3200002
1294,993,0,1094,[N+]***[#X],1,7.96,0.52000046
1295,993,0,1094,[N+]***[#X],0,8.7399998,2.3600001
1296,995,1,1007,[#G6;H][i],1,9.6049995,0.34999943
1297,995,0,1007,[#G6;H][i],0,9.6549997,0.010000229
1298,996,0,1005,[i]A[#X],1,8.4449997,0.010000229
1299,996,0,1005,[i]A[#X],0,8.7266665,0.14000034
1300,997,0,1015,[i][#G7],1,8.4200001,0.44000053
1301,997,0,1015,[i][#G7],0,6.2049999,0.050000191
1302,999,0,1053,[#7]~*~[v3],1,7.5500002,0.70000029
1303,999,0,1053,[#7]~*~[v3],0,7.4974999,0.90499973
1304,1000,0,1017,[i;!r][r],1,8.2399998,0.079999924
1305,1000,0,1017,[i;!r][r],0,9.3066664,1.9200001
1306,1002,0,1112,[A;i][A;H2],1,7.5566669,1.9700003
1307,1002,0,1112,[A;i][A;H2],0,8,1
1308,1003,0,1031,[r3],1,7.4399996,2.52
1309,1003,0,1031,[r3],0,8.2199993,3.96
1310,1009,0,1005,[i]A[#X],1,8.6075001,0.39500046
1311,1009,0,1005,[i]A[#X],0,8.7199993,0.27999973
1312,1011,0,1064,[#7;!H0;v2],1,9.2000008,1.3599997
1313,1011,0,1064,[#7;!H0;v2],0,7.4850001,0.090000153
1314,1014,0,1026,[CH3],1,7.0016665,0.43499947
1315,1014,1,1026,[CH3],0,8.4274998,2.7199998
1316,1015,0,1009,[!#G4!H0]~*~*[!#G4],1,7.1833334,1.8300004
1317,1015,1,1009,[!#G4!H0]~*~*[!#G4],0,9.5570002,0.47500038
1318,1017,0,1038,[i][!i][i]~[i],1,9.1066666,0.58666611
1319,1017,0,1038,[i][!i][i]~[i],0,10.67,0.18000031
1320,1019,0,1084,[*;q3],1,9.8600006,0.67999935
1321,1019,0,1084,[*;q3],0,9.7616663,0.34500027
1322,1026,1,1053,[#7]~*~[v3],1,8.4456253,2.2200003
1323,1026,0,1053,[#7]~*~[v3],0,6.6566668,0.71000004
1324,1027,0,1026,[CH3],1,7.5650001,0.2699995
1325,1027,0,1026,[CH3],0,8.916666,0.27333355
1326,1031,0,1039,[CH2][CH2][CH2],1,10.565001,0.2300005
1327,1031,0,1039,[CH2][CH2][CH2],0,11.015,0.63000011
1328,1036,0,1005,[i]A[#X],1,8.1033335,0.37999964
1329,1036,0,1005,[i]A[#X],0,8.3000002,0.020000458
1330,1037,0,1032,C([CH3])[CH3],1,8.1499996,0.17999935
1331,1037,0,1032,C([CH3])[CH3],0,8.0916662,0.12500095
1332,1040,0,1039,[CH2][CH2][CH2],1,7.7399998,0.44000006
1333,1040,0,1039,[CH2][CH2][CH2],0,8.8999996,0
1334,1043,0,1060,[CH2][CH2][CH3],1,6.5450001,0.090000153
1335,1043,0,1060,[CH2][CH2][CH3],0,6.5550003,0.23000002
1336,1044,0,1009,[!#G4!H0]~*~*[!#G4],1,8.6999998,1.1000004
1337,1044,0,1009,[!#G4!H0]~*~*[!#G4],0,9.375,0.049999237
1338,1045,0,1014,[i][#G6v2],1,10.076833,0.65999985
1339,1045,0,1014,[i][#G6v2],0,8.9899998,1.04
1340,1047,0,1112,[A;i][A;H2],1,7.6975002,0.14499998
1341,1047,0,1112,[A;i][A;H2],0,8.9205551,1.1316662
1342,1050,0,1034,[#7]~*~[v4],1,5.6999998,0
1343,1050,0,1034,[#7]~*~[v4],0,7.0950003,0.009999752
1344,1051,0,1040,[#7]**[#N],1,8.7933331,0.28999996
1345,1051,0,1040,[#7]**[#N],0,9.4875002,3.0049996
1346,1052,0,1034,[#7]~*~[v4],1,10.849999,0.23999977
1347,1052,0,1034,[#7]~*~[v4],0,10.74,0.020000458
1348,1056,0,1064,[#7;!H0;v2],1,4.6300001,2.8400002
1349,1056,1,1064,[#7;!H0;v2],0,5.5062499,1.5500002
1350,1057,0,1055,[i]([!i])[!i],1,8.3100004,0.079999924
1351,1057,0,1055,[i]([!i])[!i],0,5.7449999,6.4300003
1352,1060,0,1020,[#G6;H0],1,9.5249996,0.32999992
1353,1060,0,1020,[#G6;H0],0,8.0750008,0.050000191
1354,1061,0,1063,[#7][CH3],1,3.23,3.04
1355,1061,0,1063,[#7][CH3],0,0.97500002,0.089999974
1356,1071,0,1063,[#7][CH3],1,10.0945,1.5275002
1357,1071,1,1063,[#7][CH3],0,10.832,0.45333385
1358,1080,1,1117,[OH][i]~[i]~[i]~[i]~[i]-*,1,5.2697501,0.3499999
1359,1080,1,1117,[OH][i]~[i]~[i]~[i]~[i]-*,0,5.7725,2.8499999
1360,1081,0,1015,[i][#G7],1,4.79,2.6199999
1361,1081,0,1015,[i][#G7],0,7.8570004,0.36000013
1362,1083,0,1026,[CH3],1,7.6949997,0.58999968
1363,1083,0,1026,[CH3],0,6.973,0.48600006
1364,1085,0,1005,[i]A[#X],1,7.2049999,0.069999695
1365,1085,0,1005,[i]A[#X],0,6.6750002,6.6599998
1366,1086,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],1,6.2366667,3.23
1367,1086,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],0,9.9399996,0.5
1368,1087,0,1025,[OH][i]~[i]~[i]~[i]-*,1,7.0816665,0.96499968
1369,1087,0,1025,[OH][i]~[i]~[i]~[i]-*,0,8.2625008,0.005000114
1370,1088,0,1116,[OH][i](~[i]~[i]-*)~[i]~[i]-*,1,5.3800001,0.42000008
1371,1088,0,1116,[OH][i](~[i]~[i]-*)~[i]~[i]-*,0,4.7666664,1.0799999
1372,1101,0,1079,[r][CH3],1,7.3299999,1.1700001
1373,1101,0,1079,[r][CH3],0,7.0124998,0.39499998
1374,1112,0,1005,[i]A[#X],1,6.855,0.050000191
1375,1112,0,1005,[i]A[#X],0,8.3497496,1.0794997
1376,1113,0,1026,[CH3],1,7.7740002,0.77199984
1377,1113,0,1026,[CH3],0,7.895,1.21
1378,1115,0,1005,[i]A[#X],1,7.5999999,5.5999994
1379,1115,0,1005,[i]A[#X],0,9.835,0.88999939
1380,1121,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],1,5.6833334,0.87333345
1381,1121,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],0,6.771111,0.67999983
1382,1122,0,1096,[OH][i](~[i]-*)~[i]~[i]-*,1,7.2799997,0.099999905
1383,1122,0,1096,[OH][i](~[i]-*)~[i]~[i]-*,0,7.5825,0.015000343
1384,1124,0,1037,Cl,1,8.5599995,0.1600008
1385,1124,0,1037,Cl,0,8.5353336,0.35400009
1386,1126,0,1096,[OH][i](~[i]-*)~[i]~[i]-*,1,10.58,0.040000916
1387,1126,0,1096,[OH][i](~[i]-*)~[i]~[i]-*,0,10.575,0.030000687
1388,1127,0,1008,*~*~*~*~*~*~*~*~*,1,10.27,0.019999504
1389,1127,0,1008,*~*~*~*~*~*~*~*~*,0,10.403334,0.22000027
1390,1129,0,1076,[*;i][C;!i],1,10.326667,0.30000019
1391,1129,1,1076,[*;i][C;!i],0,9.880167,0.54399967
1392,1132,0,1044,[OH][i]~[i]~[i]-*,1,7.8050003,0.41000032
1393,1132,0,1044,[OH][i]~[i]~[i]-*,0,7.6350002,0.61000013
1394,1133,0,1014,[i][#G6v2],1,9.1949997,0.63000011
1395,1133,0,1014,[i][#G6v2],0,9.2299995,2.4499998
1396,1140,0,1011,[av3]a([+])[av3],1,7.8359995,2.2079997
1397,1140,0,1011,[av3]a([+])[av3],0,5.7460003,0.64800024
1398,1142,0,1005,[i]A[#X],1,8,0.63999987
1399,1142,0,1005,[i]A[#X],0,7.873333,0.49333334
1400,1148,0,1037,Cl,1,7.6873751,0.094749928
1401,1148,0,1037,Cl,0,6.4749999,0.32999992
1402,1149,0,1020,[#G6;H0],1,6.3933334,2.48
1403,1149,0,1020,[#G6;H0],0,9.0524998,0.84500027
1404,1151,0,1112,[A;i][A;H2],1,8.46,0.059999466
1405,1151,0,1112,[A;i][A;H2],0,8.1949997,0.050000191
1406,1155,0,1102,F,1,9.1149998,0.33000088
1407,1155,0,1102,F,0,8.9930277,0.026416779
1408,1156,0,1116,[OH][i](~[i]~[i]-*)~[i]~[i]-*,1,10.1,0
1409,1156,0,1116,[OH][i](~[i]~[i]-*)~[i]~[i]-*,0,10.078,0.074000359
1410,1157,0,1011,[av3]a([+])[av3],1,8.7049999,0.090000153
1411,1157,0,1011,[av3]a([+])[av3],0,8.9541664,1.1650009
1412,1165,0,1015,[i][#G7],1,4.2650003,3.0300002
1413,1165,0,1015,[i][#G7],0,3.5899999,5.48
1414,1166,0,1083,Br,1,3.5599999,0.039999962
1415,1166,0,1083,Br,0,3.1725001,0.42499995
1416,1167,0,1008,*~*~*~*~*~*~*~*~*,1,2.3025,0.014999866
1417,1167,0,1008,*~*~*~*~*~*~*~*~*,0,3.3199999,1.3599999
1418,1168,0,1069,[i]C(=O)C,1,2.9400001,1.3399999
1419,1168,1,1069,[i]C(=O)C,0,4.2449999,0.36999989
1420,1169,0,1060,[CH2][CH2][CH3],1,2.48,0.019999981
1421,1169,0,1060,[CH2][CH2][CH3],0,2.8377779,1.1299999
1422,1172,0,1009,[!#G4!H0]~*~*[!#G4],1,4.2433333,0.83999991
1423,1172,1,1009,[!#G4!H0]~*~*[!#G4],0,4.0725002,0.35000014
1424,1174,0,1135,[#7!H0][i](~[i]-*)~[i]~[i]-*,1,4.4250002,0.25
1425,1174,0,1135,[#7!H0][i](~[i]-*)~[i]~[i]-*,0,4.9383335,0.46333361
1426,1181,0,1079,[r][CH3],1,4.7550001,0.64999962
1427,1181,0,1079,[r][CH3],0,4.7224998,0.71500015
1428,1184,0,1024,[O][i]~[i]~[i]~[i]~[i]~[i]~[i]~[A],1,4.1700001,0.5599997
1429,1184,0,1024,[O][i]~[i]~[i]~[i]~[i]~[i]~[i]~[A],0,4.2933331,1.3599999
1430,1186,0,1040,[#7]**[#N],1,3.3033333,0.57999992
1431,1186,0,1040,[#7]**[#N],0,2.8600001,2.6600001
1432,1187,1,1005,[i]A[#X],1,3.115,3.6500001
1433,1187,0,1005,[i]A[#X],0,4.4400001,0.61999989
1434,1188,0,1005,[i]A[#X],1,5.1900001,1.2799997
1435,1188,1,1005,[i]A[#X],0,6.96,0.44000006
1436,1189,1,1137,[#7]~[i][!i],1,3.744,3.0600002
1437,1189,1,1137,[#7]~[i][!i],0,6.6104999,6.6570005
1438,1192,1,1137,[#7]~[i][!i],1,5.5999999,1.1599998
1439,1192,0,1137,[#7]~[i][!i],0,4.8999996,0.55999994
1440,1193,0,1019,*~*~*~*~*~*~*~*,1,6.5666666,0.10999966
1441,1193,1,1019,*~*~*~*~*~*~*~*,0,6.0349998,0.73000002
1442,1194,0,1034,[#7]~*~[v4],1,5.7666669,0.10000038
1443,1194,0,1034,[#7]~*~[v4],0,5.9433331,0.19000006
1444,1195,0,1088,[#7!H0][i]~[i]~[i]~[i]~[i]-*,1,6.0249996,0.11000013
1445,1195,0,1088,[#7!H0][i]~[i]~[i]~[i]~[i]-*,0,5.7399998,0.51999998
1446,1196,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],1,-0.63499999,2.21
1447,1196,0,1035,[O][i]~[i]~[i]~[i]~[i]~[A],0,-0.65999997,0.74000001
1448,1203,0,1038,[i][!i][i]~[i],1,0.98374999,0.27249998
1449,1203,0,1038,[i][!i][i]~[i],0,4.0150003,0.19000006
1450,1208,0,1102,F,1,3.3474998,0.29499984
1451,1208,0,1102,F,0,2.5616667,0.12500024
1452,1211,0,1081,[#N][i][i][i][#N],1,3.5466666,0.059999943
1453,1211,0,1081,[#N][i][i][i][#N],0,4.1033335,1.0333333
1454,1212,0,1083,Br,1,3.3833334,1.22
1455,1212,0,1083,Br,0,4.02,2.4399998
1456,1213,0,1139,[i;q3]~[i]~[i;q3],1,4.8666668,1.2999997
1457,1213,0,1139,[i;q3]~[i]~[i;q3],0,5.1300001,0.65999985
1458,1214,0,1081,[#N][i][i][i][#N],1,4.6350002,0.03000021
1459,1214,0,1081,[#N][i][i][i][#N],0,4.5549998,0.75
1460,1215,0,1076,[*;i][C;!i],1,5.0799999,0.099999905
1461,1215,0,1076,[*;i][C;!i],0,5.0650001,5.4300003
1462,1216,0,1038,[i][!i][i]~[i],1,5.395,1.5299997
1463,1216,1,1038,[i][!i][i]~[i],0,5.7649999,0.36999989
1464,1217,0,1017,[i;!r][r],1,5.7633333,1.9500003
1465,1217,0,1017,[i;!r][r],0,4.2666664,0.12000036
1466,1223,0,1006,[#7]~[v4],1,6.4949999,5.3099995
1467,1223,0,1006,[#7]~[v4],0,4.2033329,1.0733333
1468,1238,0,1026,[CH3],1,6.6900001,1.6999998
1469,1238,0,1026,[CH3],0,2.0250001,1.6499999
1470,1240,0,1026,[CH3],1,9.7749996,0.86999989
1471,1240,0,1026,[CH3],0,9.6981106,0.5
1472,1244,0,1004,a[#X],1,12.055,0.13000011
1473,1244,0,1004,a[#X],0,12.155,0.069999695
1474,1245,0,1020,[#G6;H0],1,12.215,0.050000191
1475,1245,0,1020,[#G6;H0],0,11.969999,0.14000034
1476,1250,0,1005,[i]A[#X],1,15.465,0.11000061
1477,1250,0,1005,[i]A[#X],0,15.525,0.10999966
1478,1252,0,1020,[#G6;H0],1,8.665,1.4300003
1479,1252,0,1020,[#G6;H0],0,10.468333,0.03666687
1480,1273,0,1008,*~*~*~*~*~*~*~*~*,1,3.96,0.43999982
1481,1273,0,1008,*~*~*~*~*~*~*~*~*,0,4.0316668,0.63666654
1482,1278,0,1026,[CH3],1,3.8150001,0.6099999
1483,1278,0,1026,[CH3],0,3.8299999,1.3800001
1484,1283,0,1004,a[#X],1,3.5195,0.78999996
1485,1283,0,1004,a[#X],0,2.6700001,0.81999993
1486,1288,0,1004,a[#X],1,4.2749996,0.1500001
1487,1288,0,1004,a[#X],0,4.276,0.96199989
1488,1290,0,1058,O=A~A~A~A~[#X],1,4.105,1.0100002
1489,1290,0,1058,O=A~A~A~A~[#X],0,4.2275,1.0550001
1490,1291,0,1052,[#X]~A~A~A~[#X],1,4.48,0.85999966
1491,1291,0,1052,[#X]~A~A~A~[#X],0,4.8299999,0.099999905
1492,1296,0,1012,[OH][i]~[i](~*)~*,1,9.6749992,0.21000004
1493,1296,0,1012,[OH][i]~[i](~*)~*,0,9.5349998,0.21000004
1494,1315,0,1084,[*;q3],1,9.1450005,0.089999199
1495,1315,0,1084,[*;q3],0,7.71,2.48
1496,1317,0,1111,[#7;!H0;v3],1,9.4899998,0.040000916
1497,1317,0,1111,[#7;!H0;v3],0,9.6016665,0.47500038
1498,1322,0,1076,[*;i][C;!i],1,8.1599998,2.2200003
1499,1322,0,1076,[*;i][C;!i],0,8.7312498,0.46249962
1500,1349,0,1020,[#G6;H0],1,6.1374998,0.32500029
1501,1349,0,1020,[#G6;H0],0,4.875,0.25
1502,1357,0,1064,[#7;!H0;v2],1,10.958889,0.076666832
1503,1357,0,1064,[#7;!H0;v2],0,10.641666,0.21666718
1504,1358,0,1014,[i][#G6v2],1,5.4200001,0.039999962
1505,1358,0,1014,[i][#G6v2],0,5.1195002,0.059000015
1506,1359,0,1014,[i][#G6v2],1,7.0249996,0.57000017
1507,1359,0,1014,[i][#G6v2],0,4.52,0.11999989
1508,1391,0,1009,[!#G4!H0]~*~*[!#G4],1,10.037833,0.14233398
1509,1391,0,1009,[!#G4!H0]~*~*[!#G4],0,9.7224998,0.31499958
1510,1419,0,1004,a[#X],1,4.2350001,0.36999989
1511,1419,0,1004,a[#X],0,4.2550001,0.28999996
1512,1423,0,1008,*~*~*~*~*~*~*~*~*,1,4.0149999,0.31000018
1513,1423,0,1008,*~*~*~*~*~*~*~*~*,0,4.1300001,0.15999985
1514,1432,0,1014,[i][#G6v2],1,1.98,0.46000004
1515,1432,0,1014,[i][#G6v2],0,4.25,2.3000002
1516,1435,0,1033,[i][Ov2],1,7.1149998,0.070000172
1517,1435,0,1033,[i][Ov2],0,6.8050003,0.19000006
1518,1436,0,1008,*~*~*~*~*~*~*~*~*,1,3.9433334,3.0600002
1519,1436,0,1008,*~*~*~*~*~*~*~*~*,0,3.4449999,0.28999996
1520,1437,0,1006,[#7]~[v4],1,6.7810001,6.6570005
1521,1437,0,1006,[#7]~[v4],0,6.4400001,0.76999998
1522,1438,0,1126,[#7!H0][i]~[i]-*,1,5.3050003,0.73000002
1523,1438,0,1126,[#7!H0][i]~[i]-*,0,5.895,0.40999985
1524,1441,0,1034,[#7]~*~[v4],1,6.0450001,0.73000002
1525,1441,0,1034,[#7]~*~[v4],0,6.0249996,0.11000013
1526,1463,0,1014,[i][#G6v2],1,5.6599998,0.11999989
1527,1463,0,1014,[i][#G6v2],0,5.8699999,0.19999981
